claim_id,hcp_id,product_id,service_month,n_rx,new_rx,total_patients,payer_type,channel_source,geo_region
CLM000632,HCP0046,PRD001,2025-08-01,34,16,39,Cash,Syndicated Rx,West
CLM000633,HCP0046,PRD009,2025-09-01,11,5,11,Medicare,Sample,West
CLM000634,HCP0046,PRD002,2025-10-01,41,6,45,Commercial,Syndicated Rx,West
CLM000635,HCP0046,PRD005,2025-11-01,9,2,9,Commercial,Syndicated Rx,West
CLM000636,HCP0046,PRD001,2025-12-01,19,11,37,Cash,Sample,West
CLM000637,HCP0046,PRD005,2026-01-01,21,10,29,Commercial,Sample,West
CLM000638,HCP0046,PRD008,2026-03-01,18,4,24,Medicare,Claims,West
CLM000639,HCP0046,PRD008,2026-04-01,29,2,49,Commercial,Claims,West
CLM000640,HCP0046,PRD010,2026-05-01,42,15,17,Medicare,Claims,West
CLM000641,HCP0007,PRD006,2024-01-01,53,16,19,Cash,Claims,Southeast
CLM000642,HCP0007,PRD008,2024-03-01,9,9,12,Commercial,Sample,Southeast
CLM000643,HCP0007,PRD010,2024-04-01,17,6,28,Commercial,Claims,Southeast
CLM000644,HCP0007,PRD007,2024-05-01,45,8,30,Medicaid,Claims,Southeast
CLM000645,HCP0007,PRD002,2024-08-01,52,16,20,Commercial,Sample,Southeast
CLM000646,HCP0007,PRD001,2024-10-01,24,6,16,Commercial,Sample,Southeast
CLM000647,HCP0007,PRD001,2024-11-01,38,6,51,Cash,Syndicated Rx,Southeast
CLM000648,HCP0007,PRD004,2024-12-01,33,5,48,Commercial,Claims,Southeast
CLM000649,HCP0007,PRD001,2025-03-01,30,16,42,Commercial,Syndicated Rx,Southeast
CLM000650,HCP0007,PRD010,2025-04-01,36,3,13,Cash,Syndicated Rx,Southeast
CLM000651,HCP0007,PRD008,2025-05-01,19,17,19,Medicaid,Syndicated Rx,Southeast
CLM000652,HCP0007,PRD010,2025-06-01,38,9,47,Medicaid,Sample,Southeast
CLM000653,HCP0007,PRD006,2025-08-01,43,17,35,Cash,Claims,Southeast
CLM000654,HCP0007,PRD009,2026-01-01,31,0,48,Commercial,Syndicated Rx,Southeast
CLM000655,HCP0007,PRD009,2026-02-01,9,2,9,Cash,Syndicated Rx,Southeast
CLM000656,HCP0007,PRD002,2026-03-01,13,3,7,Medicaid,Claims,Southeast
CLM000657,HCP0007,PRD001,2026-04-01,19,12,19,Cash,Sample,Southeast
CLM000658,HCP0007,PRD005,2026-05-01,55,18,35,Cash,Syndicated Rx,Southeast
CLM000659,HCP0038,PRD002,2024-01-01,43,12,44,Medicaid,Claims,Southeast
CLM000660,HCP0038,PRD008,2024-03-01,39,8,39,Medicare,Sample,Southeast
CLM000661,HCP0038,PRD003,2024-05-01,5,1,20,Commercial,Claims,Southeast
CLM000662,HCP0038,PRD008,2024-06-01,19,10,19,Commercial,Claims,Southeast
CLM000663,HCP0038,PRD009,2024-07-01,47,16,66,Cash,Claims,Southeast
CLM000664,HCP0038,PRD001,2024-08-01,46,15,47,Medicaid,Sample,Southeast
CLM000665,HCP0038,PRD006,2024-09-01,51,17,18,Commercial,Syndicated Rx,Southeast
CLM000666,HCP0038,PRD010,2024-11-01,34,14,38,Cash,Syndicated Rx,Southeast
CLM000667,HCP0038,PRD001,2024-12-01,40,5,47,Medicaid,Sample,Southeast
CLM000668,HCP0038,PRD003,2025-01-01,21,13,22,Cash,Syndicated Rx,Southeast
CLM000669,HCP0038,PRD001,2025-03-01,50,15,58,Cash,Syndicated Rx,Southeast
CLM000670,HCP0038,PRD004,2025-04-01,37,5,8,Cash,Syndicated Rx,Southeast
CLM000671,HCP0038,PRD001,2025-05-01,51,12,55,Medicaid,Syndicated Rx,Southeast
CLM000672,HCP0038,PRD002,2025-06-01,37,0,7,Medicare,Syndicated Rx,Southeast
CLM000673,HCP0038,PRD010,2025-07-01,19,18,38,Medicaid,Syndicated Rx,Southeast
CLM000674,HCP0038,PRD009,2025-08-01,33,11,37,Medicaid,Claims,Southeast
CLM000675,HCP0038,PRD003,2025-09-01,22,7,26,Commercial,Sample,Southeast
CLM000676,HCP0038,PRD004,2025-10-01,16,9,19,Medicare,Claims,Southeast
CLM000677,HCP0038,PRD008,2025-11-01,30,1,47,Cash,Sample,Southeast
CLM000678,HCP0038,PRD010,2025-12-01,30,13,14,Cash,Sample,Southeast
CLM000679,HCP0038,PRD010,2026-01-01,34,10,46,Cash,Syndicated Rx,Southeast
CLM000680,HCP0038,PRD010,2026-02-01,21,15,37,Medicare,Syndicated Rx,Southeast
CLM000681,HCP0038,PRD008,2026-03-01,20,10,29,Medicaid,Syndicated Rx,Southeast
CLM000682,HCP0038,PRD008,2026-05-01,36,2,18,Medicaid,Syndicated Rx,Southeast
CLM000683,HCP0041,PRD001,2024-01-01,43,18,32,Commercial,Sample,Midwest
CLM000684,HCP0041,PRD007,2024-03-01,27,10,14,Cash,Syndicated Rx,Midwest
CLM000685,HCP0041,PRD008,2024-04-01,21,2,37,Medicaid,Syndicated Rx,Midwest
CLM000686,HCP0041,PRD008,2024-05-01,22,10,36,Cash,Syndicated Rx,Midwest
CLM000687,HCP0041,PRD002,2024-06-01,49,14,25,Commercial,Sample,Midwest
CLM000688,HCP0041,PRD003,2024-07-01,41,5,36,Medicare,Sample,Midwest
CLM000689,HCP0041,PRD008,2024-09-01,31,14,48,Cash,Sample,Midwest
CLM000690,HCP0041,PRD008,2024-10-01,34,1,17,Medicaid,Syndicated Rx,Midwest
CLM000691,HCP0041,PRD001,2024-11-01,23,4,32,Cash,Syndicated Rx,Midwest
CLM000692,HCP0041,PRD003,2025-02-01,30,13,31,Medicare,Syndicated Rx,Midwest
CLM000693,HCP0041,PRD002,2025-03-01,32,7,22,Commercial,Claims,Midwest
CLM000694,HCP0041,PRD008,2025-04-01,26,7,36,Cash,Sample,Midwest
CLM000695,HCP0041,PRD010,2025-06-01,13,1,10,Medicaid,Claims,Midwest
CLM000696,HCP0041,PRD009,2025-07-01,43,8,19,Commercial,Sample,Midwest
CLM000697,HCP0041,PRD004,2025-08-01,3,0,7,Medicaid,Sample,Midwest
CLM000698,HCP0041,PRD005,2025-09-01,28,2,28,Commercial,Syndicated Rx,Midwest
CLM000699,HCP0041,PRD006,2025-11-01,19,4,12,Commercial,Sample,Midwest
CLM000700,HCP0041,PRD010,2025-12-01,51,18,34,Cash,Claims,Midwest
CLM000701,HCP0041,PRD005,2026-01-01,23,3,26,Cash,Sample,Midwest
CLM000702,HCP0041,PRD006,2026-02-01,26,13,22,Commercial,Claims,Midwest
CLM000703,HCP0041,PRD007,2026-03-01,36,8,34,Medicaid,Sample,Midwest
CLM000704,HCP0041,PRD005,2026-04-01,40,17,24,Medicaid,Sample,Midwest
CLM000705,HCP0041,PRD009,2026-05-01,24,7,16,Medicaid,Syndicated Rx,Midwest
CLM000706,HCP0012,PRD003,2024-01-01,10,9,29,Commercial,Sample,Northeast
CLM000707,HCP0012,PRD009,2024-02-01,16,1,21,Cash,Syndicated Rx,Northeast
CLM000708,HCP0012,PRD001,2024-03-01,18,11,28,Medicare,Syndicated Rx,Northeast
CLM000709,HCP0012,PRD008,2024-04-01,28,12,31,Commercial,Claims,Northeast
CLM000710,HCP0012,PRD006,2024-05-01,33,5,45,Medicaid,Sample,Northeast
CLM000711,HCP0012,PRD006,2024-06-01,18,1,10,Cash,Syndicated Rx,Northeast
CLM000712,HCP0012,PRD004,2024-07-01,37,10,16,Medicare,Sample,Northeast
CLM000713,HCP0012,PRD002,2024-08-01,24,2,31,Medicaid,Syndicated Rx,Northeast
CLM000714,HCP0012,PRD005,2024-09-01,12,1,25,Cash,Sample,Northeast
CLM000715,HCP0012,PRD003,2024-10-01,24,12,31,Medicaid,Sample,Northeast
CLM000716,HCP0012,PRD008,2024-11-01,20,5,38,Medicare,Sample,Northeast
CLM000717,HCP0012,PRD004,2024-12-01,38,10,40,Medicare,Syndicated Rx,Northeast
CLM000718,HCP0012,PRD002,2025-01-01,38,18,36,Medicare,Claims,Northeast
CLM000719,HCP0012,PRD009,2025-02-01,30,5,29,Medicare,Claims,Northeast
CLM000720,HCP0012,PRD001,2025-05-01,12,7,21,Medicare,Syndicated Rx,Northeast
CLM000721,HCP0012,PRD002,2025-06-01,8,5,17,Cash,Sample,Northeast
CLM000722,HCP0012,PRD005,2025-07-01,25,2,15,Commercial,Claims,Northeast
CLM000723,HCP0012,PRD010,2025-08-01,42,13,56,Cash,Claims,Northeast
CLM000724,HCP0012,PRD007,2025-09-01,18,6,23,Medicaid,Sample,Northeast
CLM000725,HCP0012,PRD005,2025-10-01,31,4,18,Medicare,Syndicated Rx,Northeast
CLM000726,HCP0012,PRD003,2025-11-01,32,6,17,Cash,Claims,Northeast
CLM000727,HCP0012,PRD010,2025-12-01,23,8,36,Medicare,Syndicated Rx,Northeast
CLM000728,HCP0012,PRD009,2026-01-01,19,14,14,Cash,Claims,Northeast
CLM000729,HCP0012,PRD005,2026-04-01,30,6,33,Medicaid,Claims,Northeast
CLM000730,HCP0012,PRD003,2026-05-01,4,1,15,Medicare,Syndicated Rx,Northeast
CLM000731,HCP0001,PRD001,2024-05-01,1,1,13,Cash,Syndicated Rx,South
CLM000732,HCP0001,PRD008,2024-07-01,39,4,7,Medicare,Syndicated Rx,South
CLM000733,HCP0001,PRD009,2024-08-01,36,15,44,Medicare,Claims,South
CLM000734,HCP0001,PRD008,2024-09-01,43,16,25,Medicaid,Claims,South
CLM000735,HCP0001,PRD005,2024-10-01,35,4,22,Medicaid,Syndicated Rx,South
CLM000736,HCP0001,PRD003,2024-11-01,47,8,61,Medicaid,Sample,South
CLM000737,HCP0001,PRD004,2024-12-01,25,5,36,Medicare,Sample,South
CLM000738,HCP0001,PRD006,2025-02-01,17,14,20,Medicare,Claims,South
CLM000739,HCP0001,PRD003,2025-03-01,31,1,21,Medicare,Sample,South
CLM000740,HCP0001,PRD010,2025-04-01,34,3,7,Cash,Syndicated Rx,South
CLM000741,HCP0001,PRD003,2025-06-01,45,14,21,Medicare,Claims,South
CLM000742,HCP0001,PRD002,2025-07-01,24,6,17,Medicare,Sample,South
CLM000743,HCP0001,PRD001,2025-08-01,44,8,50,Medicare,Sample,South
CLM000744,HCP0001,PRD007,2025-10-01,29,18,44,Commercial,Claims,South
CLM000745,HCP0001,PRD010,2025-12-01,11,10,19,Commercial,Syndicated Rx,South
CLM000746,HCP0001,PRD006,2026-01-01,23,3,14,Commercial,Claims,South
CLM000747,HCP0001,PRD005,2026-02-01,44,15,55,Medicaid,Sample,South
CLM000748,HCP0001,PRD005,2026-03-01,12,10,30,Cash,Syndicated Rx,South
CLM000749,HCP0008,PRD009,2024-03-01,19,1,25,Commercial,Sample,West
CLM000750,HCP0008,PRD009,2024-04-01,17,12,24,Medicaid,Claims,West
CLM000751,HCP0008,PRD007,2024-05-01,17,12,12,Medicare,Claims,West
CLM000752,HCP0008,PRD001,2024-06-01,30,12,21,Commercial,Syndicated Rx,West
CLM000753,HCP0008,PRD009,2024-07-01,32,13,51,Medicare,Syndicated Rx,West
CLM000754,HCP0008,PRD008,2024-08-01,43,11,23,Cash,Syndicated Rx,West
CLM000755,HCP0008,PRD009,2024-10-01,56,18,45,Commercial,Syndicated Rx,West
CLM000756,HCP0008,PRD005,2024-12-01,53,13,40,Commercial,Claims,West
CLM000757,HCP0008,PRD010,2025-01-01,28,14,23,Cash,Sample,West
CLM000758,HCP0008,PRD004,2025-02-01,21,16,25,Cash,Syndicated Rx,West
CLM000759,HCP0008,PRD010,2025-03-01,34,15,24,Medicare,Sample,West
CLM000760,HCP0008,PRD009,2025-06-01,45,9,12,Commercial,Claims,West
CLM000761,HCP0008,PRD009,2025-07-01,43,16,42,Commercial,Syndicated Rx,West
CLM000762,HCP0008,PRD009,2025-08-01,34,18,40,Medicaid,Sample,West
CLM000763,HCP0008,PRD002,2025-09-01,17,16,19,Cash,Claims,West
CLM000764,HCP0008,PRD010,2025-12-01,32,13,33,Cash,Sample,West
CLM000765,HCP0008,PRD010,2026-01-01,29,8,19,Medicare,Claims,West
CLM000766,HCP0008,PRD004,2026-02-01,14,8,21,Commercial,Claims,West
CLM000767,HCP0008,PRD006,2026-03-01,10,0,25,Cash,Syndicated Rx,West
CLM000768,HCP0008,PRD004,2026-04-01,34,15,54,Medicaid,Sample,West
CLM000769,HCP0008,PRD007,2026-05-01,31,12,17,Medicare,Claims,West
